Name,Link,Price
MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card RTX 3070 Ti Gaming X Trio 8G,https://www.newegg.ca/p/1FT-0009-006Z4,999.99
ASUS ROG Strix GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3070-O8G-V2-GAMING LHR,https://www.newegg.ca/p/1FT-000Y-00670,965.99
GIGABYTE Vision GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070VISION OC-8GD (rev. 2.0),https://www.newegg.ca/p/1FT-000A-002M2,949.97
GIGABYTE Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3070GAMING OC-8GD (REV 2.0),https://www.newegg.ca/p/1FT-000A-002N2,998.00
Video Card ASUS TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X TUF-RTX3070TI-O8G-GAMING,https://www.newegg.ca/asus-geforce-rtx-3070-ti-tuf-rtx3070ti-o8g-gaming/p/1FT-000Y-00698,"1,349.88"
ZOTAC Trinity OC GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card ZT-A30710J-10P,https://www.newegg.ca/zotac-geforce-rtx-3070-ti-zt-a30710j-10p/p/N82E16814500522,"1,193.99"
"ZOTAC GAMING GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, HoloBlack, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-A30710F-10P",https://www.newegg.ca/zotac-geforce-rtx-3070-ti-zt-a30710f-10p/p/N82E16814500517,"1,279.99"
MSI Ventus GeForce RTX 3070 Ti 8GB PCI Express 4.0 x16 Video Card RTX 3070 Ti VENTUS 3X 8G,https://www.newegg.ca/p/1FT-0009-006E2,"1,280.99"
MSI Suprim GeForce RTX 3070 TI 8GB GDDR6 PCI Express 4.0 Video Card RTX 3070 TI SUPRIM 8G,https://www.newegg.ca/p/1FT-0009-00683,"1,179.99"
"GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G Video Card,8GB 256-bit GDDR6X PCI Express 4.0 x16,1830MHz Core Frequency,2×HDMI interface, 2×DisplayPort interface",https://www.newegg.ca/gigabyte-geforce-rtx-3070-ti-gv-n307tgaming-oc-8gd/p/1FT-000A-00371,"1,899.99"
MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3070 Ti Gaming X Trio 8G,https://www.newegg.ca/p/1FT-0009-006C3,999.99
"GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8G (LHR) Video Card,8GB 256-bit GDDR6X,PCI Express 4.0,3×HDMI Interface, 3×DisplayPort Interface",https://www.newegg.ca/gigabyte-geforce-rtx-3070-ti-gv-n307taorus-m-8gd/p/1FT-000A-003G4,"1,949.99"
"MSI GeForce RTX 3070 Ti SUPRIM X 8G (LHR) Video Card,8GB 256-bit GDDR6X PCI Express 4.0 x16,1860MHz Core Frequency,1×HDMI2.1 interface, 3×DisplayPort1.4a interface",https://www.newegg.ca/msi-geforce-rtx-3070-ti-rtx-3070-ti-suprim-x-8g/p/1FT-0009-00855,"1,279.99"
"MSI GeForce RTX 3070 GAMING Z TRIO 8G (LHR) Graphics Card, 8GB 256-bit GDDR6, PCI Express 4.0, 1×HDMI 2.1 Interface, 3×DisplayPort 1.4a Interface",https://www.newegg.ca/msi-geforce-rtx-3070-rtx-3070-gaming-z-trio-8g-lhr/p/1FT-0009-008A3,"1,249.87"
"GIGABYTE GeForce RTX 3070 GAMING OC 8G (LHR) Video Card,8GB 256-bit GDDR6,PCI Express 4.0,2×HDMI 2.1 Interface, 2×DisplayPort 1.4a Interface",https://www.newegg.ca/gigabyte-geforce-rtx-3070-gv-n3070gaming-oc-8gd/p/1FT-000A-003F9,"1,199.99"
"MSI GeForce RTX 3070 SUPRIM X 8G (LHR) Graphics Card, 8GB 256-bit GDDR6, PCI Express 4.0, 1×HDMI 2.1 Interface, 3×DisplayPort 1.4a Interface",https://www.newegg.ca/msi-geforce-rtx-3070-rtx-3070-suprim-x-8g-lhr/p/1FT-0009-008A2,"1,008.00"
